答题序号,来源,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,开始时间,提交时间,答题时长,IP省份,IP城市,IP地址,浏览器,操作系统
100000084,腾讯文档,2,,,信阳学院,是,大教室和宿舍有空调,老校区没独卫，新校区有,大一有晚自习,无,无要求,正常大学放假时间,有些外卖进不来，要去校门口拿。有些能送到寝室楼下,有公交站,老校区一楼有，新校区每层都有,垃圾,十一点断电。空调不断电,不贵，偶尔有异物。见过别人吃出过蟑螂,10：30之前？,可以，楼下有充电地方,大功率不行,无,能,食堂挺便宜的,我19届有，后面好像没有,一般,方便,电车,松,偶尔查寝,学风还可以。不过分够的话去郑州西亚斯更好。从学校到城市，西亚斯都更占优,2023-06-24 23:04:03,,,,,,,
100000085,腾讯文档,2,,,贵州工程应用技术学院,37开  3是 7不是,"普通教室和宿舍都没有  实验室有空调
但是气温比较适中，不刚需",有，没有公共澡堂,各学院不同，一般是导员安排，经管学院没有,没有,各学院不统一，经管学院不做要求,"寒暑假时间属于大学正常水平，不是最长但也不是最短。
小学期一般是两个星期",允许，但是只能放在大门，各宿舍楼不同 ，距离最远需要5分钟,交通便利，整个毕节没有地铁，就在市区政务大厅旁,有公用洗衣机，但建议自己买一个，会很方便,是运营商进校安装，价格实惠，我们宿舍是移动的29元一个月200m宽带，6个人12+设备完全够用,全天不断电，不断网,均价在10块钱左右，有些店面会有,早6晚11,允许，不能在宿舍楼充电,"每月赠送30度电，10块钱10度，无上限
一般送的30就够用，用电多的会用40左右",图书馆21点闭馆，但是教学楼教室不限制,不限制,有饭卡开学统一办，微信支付宝现金也可以支付,会,每个宿舍楼一楼都有小卖铺，东西比较全,"西区有统一快递点，离宿舍5分钟路程
东区只能放校外，出学校大门1-5分钟路程",校内没有共享单车，校门口有数十辆，目前只有骑电,"学校大门没有门禁，西区宿舍11点关门
东区宿舍，东一11点关门，东三、东四没有门禁（看运气分宿舍）",不会查，不封，晚归可以进，但是宿管阿姨会上报导员。有事可提前叫阿姨留门,"整体不错，宿舍大多是6人间的上下床，小部分是4人间（全看运气分）。
社团总共有100多个，基本上每天都会有社团活动，有时也会几个社团联谊。
老师最低学历研究生，部分是博士
学校规模整体一般，东区有一半属于开发区",2023-06-24 22:58:03,,,,,,,
100000086,腾讯文档,2,,,福建师范大学协和学院,原本是上床下桌四人间，但是因为23级扩招，我们四改六！今年的大一新生应该是住四改六的宿舍，上下铺，没有上床下桌，介意的别来！,全覆盖,独立卫浴,无,无,没有打卡要求，但是大一上学期要测十二分钟跑，可以骑车,寒假一个多月，暑假两个月,师大可以送宿舍楼下，协和只能送到校门口,有地铁，从西门出发要走十几分钟，小东门出发比较近，七八分钟,有,不卡，但是很容易掉线，下楼就掉线,不断,不贵,随时都有,可以，有充电桩，宿舍楼下和教学楼都有,1200w,有24小时图书馆，在师大,可以,校园卡，可以直接手机支付,会,挺好的，但是比较贵,挺好的，有专门的快递站,数量多，就一种，一次一块五,周一到周四，周日十点半，周五，周六十一点,看专业，有的查,本来觉得挺好的，但是叫我们搬宿舍真的很不爽，还是四改六，而且一周查好多次卫生和电器，真的别来！上下铺住的会很不舒服，不过不用担心吃的问题，众所周知，福建吃饭大学，食堂特别多，但是协和食堂很难吃，我觉得能选更好的，就别来协和！,2023-06-24 23:03:20,,,,,,,
100000087,腾讯文档,2,,,广西师范大学,有些是有些不是,少数特殊教室有空调，基本没有，宿舍有空调,有独立卫浴,没有早自习，有晚自习,没有晨跑,150km，原则上不可以骑车，会被抓,差不多一个半月吧,可以点外卖，只能送到校门口，要自己去取,没有地铁，育才和王城校区在市区内，雁山到市区要一个小时左右,有公用洗衣机,还行，就是流量很少，可以自己充,不断电断网,不贵但很亏，食堂很不好吃，放假期间饭会馊,17：30-00：00,不可以,800w以下,不知道，没去过，可以在宿舍，图书馆十点关门,能，很多作业要用电脑,食堂刷校园卡或云闪付，不支持现金、微信和支付宝。打电话用自己的电话卡或者校园卡。,以前发，这一届没发,又贵又坑东西又少,菜鸟贵，其它不了解,雁山校区有共享单车，育才和王城没有,晚上十点半前返校,偶尔查，封，只要进校门就能回来,放假晚，宿舍参差不齐,2023-06-25 01:44:51,,,,,,,
100000088,腾讯文档,1,[DESENSITIZED],1.0,哈尔滨幼儿师范高等专科学校,只有一公寓是，但是一公寓不是每届都能住的。我这一届是学前教育专业在住。一公寓是六人寝，其他公寓八人寝。,没有这种东西。只有艺术楼有风扇。,没有这种东西。全校只有一个公共澡堂，分男女浴池。没有隔间。,有早八课的就有早自习，晚自习周一到周四。,没有。,没有。,暑假七月初开始，九月一开学；寒假大概十二月底一月初那样子，三月一开学。,可以，但要自己去校门口拿。学校很小所以也不远。,不便利，哈尔滨交通都不是特别便利。因为太大了。出门至少八百米才有公交站，地铁很远，要么打车去要么坐公交能到地铁站。不在市区里，打个比方，我要去哪个哪个城区里的地方玩，坐公交一小时左右能到。,一公寓的在一楼，其他公寓的不清楚大概也在一楼。是一个洗衣间，里面很多台洗衣机，一台烘干机和一台洗鞋机,没用过不太清楚，但听说有人的电脑连不上也有人平板连不上。,不断，至少2023年上半年这学期也没断,价格只能说还行，异物是没有听说过。量都挺大的反正。,澡堂早9晚八点半开门,不需要，因为校园太小了。,大功率电器一律不可以，会跳闸。卷发棒这种属于违禁品也会跳闸。,别想，要查晚寝的很严格。,没有限制，想带就带。,洗澡用卡，其他的手机支付,不会。,便利店那种。东西还算全，反正不便宜。,有快递柜，也有菜鸟驿站，都在学校里。学校外面还有极兔,没有这种东西，学校外面也没有。,截止2023年上学期，凭学生证可出入校门,查寝，很严格，有各种各种规矩，快赶上高中了就是说。9点以后不能进寝室楼了，晚归能回来但是一定会被批评，搞不好还领处分。,"能别来尽量别来。我说真的。
但是不能否认的是这所学校在同类院校里确实很权威，学前教育这一块做的确实很到位。
老师们大多是好人，而且很负责。至于分到什么样的导员全看运气。社团是有的，但是发展不起来，因为学校管的很严格。你可以把这里当做一所可以带手机的高中。对了，别的专业我不清楚，但学前专业课是真多，从早到晚。*升天",2023-06-25 02:14:25,,,,,,,
100000089,腾讯文档,2,,,武汉生物工程学院,部分是,现在都有了,基本上都是独立卫浴，澡堂好像已经改造成水厂了,大一有,看个人,女75男90，偷偷骑,比小学生假期长一些,允许，宿舍管理室旁边,门口有地铁公交，但是进市区起步两小时,每个楼下都有，但是有人洗袜子内裤，慎用,有时候卡,不断,有点，很难吃,六点半之后，早上七点半左右,能，要办通行证，保卫处,800w,不了解，反正宿舍楼没有自习室,能,校园卡，现在都手机支付,有中国银行工作人员负责办理,正常市场价,挺方便,没有,晚上十点半,查，晚归得和辅导员说明情况,学校像个旅游景点，乱七八糟的教育挺多，但是教育设施有点落后,2023-06-25 07:04:32,,,,,,,
100000090,腾讯文档,2,,,云南师范大学,四人间是，六人间看情况,没有，但是昆明的气候不是太需要空调的，实在热买个小电风扇也够用了～,有独立卫浴,文学院和经管院都没有,没有，但是有晨跑活动（非强制性，类似社团活动），可以拿积分,没有要求也没有打卡，可以骑车，骑啥车都行,大概都是50天左右，虽然暑假短一丢丢但是寒假很长算是弥补了,允许，远不远看你住哪一栋宿舍楼，基本都不远，学校门很多，疫情之前允许送到楼下,很便利，校内有公交，地铁站离学校也很近，进城要一个小时,有洗衣房还有烘干机，电吹风也有,电脑连还可以，手机连不上校园网，但是校园流量套餐很划算,没记错的话早上6:30-9:00，中午11:00-13:00，晚上5:00-12:00,我觉得不贵哎，清真食堂和饵块都很便宜，二楼贵一点,有固定几个时间段,能啊，有充电桩，每栋宿舍楼下还有车库,除了00:00以后都有电,印象里没有,能,校园卡，刷卡或者支付宝都行,会，中国银行,我觉得很好！很喜欢喝云南的牛奶,挺好的，但是寄快递别用学校的，邮政小程序最便宜,不记得哎，印象里没有,毕业啦，以前是自由出入,一个星期最多查一次,可能我适应能力比较强吧，我是江苏女生，在学校呆得挺开心的，四人间很舒服，东西也很好吃（尤其推荐云南的洋芋！！！），气候超级舒服，对我来说是个很好的地方～,2023-06-25 10:04:55,,,,,,,
100000091,腾讯文档,2,,,唐山师范学院,不是,有,有,有,没有,200,30,可以,没有,有,还行,11,贵，有,早6晚11,可以,全天通电,有,可以,饭卡,会,不怎么样,挺好,多,睡觉时间关闭,不查,环境挺好,2023-06-25 11:49:58,,,,,,,
100000092,腾讯文档,2,,,河海大学,江宁和常州新校区都是，鼓楼不是（水文，水电，土木交通，环境，港行，海洋这几个院大三大四得去鼓楼）,有,江宁和常州有 鼓楼好像没有,有晚自习 部分院有早自习（不过除了开学有后面就没听说了）,有！大一是6－8点跑 大二是8－22点,女生45次，男生50，可以,寒假一个半月，暑假8周，没有小学期,可以，具体多远得看宿舍位置,江宁校区离南京南和机场都挺近的，鼓楼在市中心。常州是刚开发的，会通公交，坐高铁到南京也还好,每栋楼有,时好时坏,上半学期11点断电，12月开始不断，下班学期不断电；网一直不断,贵!且不好吃,不限时,可以,江宁800w，但实际使用好像限电不明显，不敢尝试,要查寝的,能,手机支付,会,贵，坑钱,还行，正常收，没寄过,只有哈啰,宿舍11点晚归，但是可以进学校,查寝看宿管态度，晚归可以翻墙,这很难评，水平还是有的，但知名度也是真低，现在连江苏前五都有人质疑,2023-06-25 12:10:23,,,,,,,
100000093,腾讯文档,2,,,福州大学,床桌分离,有,有,大一有,无,自愿打卡,寒假一个月，暑假两个月，一学期18周左右,允许，校内外卖送到宿舍楼下教学楼都ok，校外外卖放在美团外卖柜离最远的宿舍大概400m,不便利，无地铁，在郊区，进城需要一小时,自己买洗衣机，一户一机,经常断,不断电不断网,贵，和市价一样，偶尔吃出异物,不限时,可以骑，宿舍楼下有地下停车场可以免费充电,不限电,有，可以去a栋教学楼通宵自习室,不能，但是技高人胆大。。大一有做项目的可以和辅导员申请带电脑,校园卡，手机微信支付支付宝支付都可以,会，建行卡,一般，物价和市价一样，基本生活用品都可以买到，两个便利店，吃的挺多,有菜鸟驿站和丰巢,没有共享单车,晚上11点后保安会抓进出校，10:30查寝，之后算迟归,查寝不封寝，应该可以回去,校园环境挺好的因为是新盖的，然后气候比较潮湿有的时候衣服会不干，临海风大,2023-06-25 12:39:31,,,,,,,
100000094,腾讯文档,2,,,汕头大学,是,有,有,都没有,没有,没有要求,暑假两个月，寒假一个月，小学期四个月,可以，送上楼,东海岸有公交，但是发车慢，打车去万象城要四十块；可以坐学校摆渡车去本部校区,每个寝室自己装，楼下有3还有烘衣机,插网线可以，打fps游戏不卡，不限制数量，但是不插网线很差,不断电不断网,还好，没有,一直有,东校区不能,不限电,图书馆,可以,一卡通，饭堂有外卖送宿舍门口,发,还不错东西挺多的,菜鸟驿站很大，营业时间长，很方便,东校区校内没有,想进就进想出就出,不查寝，不封寝，舍友端午节凌晨四点半回来的,师资，这很难评。。,2023-06-25 13:57:05,,,,,,,
100000095,腾讯文档,1,[DESENSITIZED],1.0,中南民族大学,大一很少，大二基本都是,都有,大一六人寝没有独立卫浴，但是每层楼走廊中间和尽头都有浴室和卫生间,无早自习，有些专业大一会有晚自习,没，有早签,这学期是20次，每次1.2km起步（女生），男生每次1.5km起步,寒假一个多月吧，暑假两个月，每个专业放假时间不一样。没有小学期,允许。有些商家可以送到宿舍楼下，有些只能送到校门。不过宿舍基本都离校门不远,交通便利，附近没有地铁站。到最近的地铁站去要坐十几分钟的公交,有，每层楼两三台，还有一台烘干机,感觉不太好用，网速很慢,每天23:30断电断校园网，断电后十一点半到十二点这段时间流量也比较卡，过了十二点就会好一些。第二天六点左右来电吧,不贵，我没吃出过异物,早上六点半到八点，中午十一点半到一点半，下午五点到晚上十一点半,可以，宿舍楼下有充电的地方。不过学校现在不让买电动车了，可以骑校内的共享电动车,功率500w,无,能,刷学生卡，或者刷微信（要绑定）,会，工行的，但是校内ATM 坏了……,还可以，东西很齐全，但是水果和一些日用品很贵，牛奶和泡面经常会有买一送一的活动,菜鸟驿站，很方便,比较多，有一种共享电瓶和哈罗单车,每个院不一样，我们院要求22:00前回校,不查，晚归可以回，23:00后只进不出,学校比较有钱，很舍得花钱来建设绿化和减速带。学校不算特别大，减速带倒是不少（经常有人把早餐挂在电瓶车前面然后过减速带的时候被震掉了），“中南搓衣板大学”不是吹的,2023-06-25 15:17:18,,,,,,,
100000096,腾讯文档,1,[DESENSITIZED],2.0,天津外国语大学,女宿逐渐换成四人上床下桌，男宿四年6人中床下桌,有，教室中央空调，宿舍空调需要租（租四年的钱够买一个），宿舍空调电费自己交，遥控器小程序有时不灵敏,没有，澡堂距离宿舍区最远楼栋大概5、6分钟，最近楼栋2、3分钟，过小花园和校内双向车道,大一某些专业会有早自习，🈚️晚自习，早自习院学生会抽查,无,无跑步打卡,2个月左右，小学期上课上到17周，18、19周考试,允许，离教学楼区很近，走到宿舍需要十几分钟,非语言专业都在郊区，没地铁，公共交通最晚一班20点，开车一个小时，公交近两个小时,有，每层一个,限制2个设备，速度可以,断电不断网，晚上22:59就断了,一般价位，某些窗口会,12:00-21:30,可以，但充电得自己想办法,非常非常非常低，超过50w以上都不能用，早上来电时每天跳闸,没有,可以,吃饭洗澡可以用手机和校园卡，浴室租锁需要抵押专门小纸片，图书馆用学生证或校园卡,不会,两家，一家便宜一家贵，便宜的东西比较全，但贵的可以买到类似三明治饭团等便利店速食,外包给菜鸟驿站了,不让骑,学校大门刷码就能进出不管几点，宿舍门禁22:40,不查会锁门，晚归只要能敲动门让阿姨开门就行,学校非常非常小，几乎20分钟转一圈；社团很多，社团活动丰富，尽量别进校学生会没必要；师资比较雄厚，学习氛围可以接受，比较看重英语学科，每学期英语至少3门；春夏秋虫子尤其多，一年四季大风刮脸；教学楼设施好像逐渐翻新中，但还是会遇到教室椅子坏了的情况；,2023-06-25 15:37:45,,,,,,,
100000097,腾讯文档,1,[DESENSITIZED],2.0,广西师范学院,是,宿舍有，教半数有,一个宿舍两个浴室,有,无,无需跑步,一个多月,允许,无,无。可宿舍筹钱自购,新的运营商很烂,不断网,一楼还行，二楼偏贵,全天,需申请,无,有,可,一卡通，即校园卡，可用微信支付宝支付,会，中国银行,还行,与其他一样,哈啰单车,23:00 左右,不查,无,2023-06-25 16:12:51,,,,,,,
100000098,腾讯文档,1,[DESENSITIZED],2.0,广西民族大学,有的是，有的不是,都有,有,大一大二有晚自习，早自习看专业,没有，但是有校园跑,女生是一次1500m，一学期要跑25次，可以骑自行车偷懒，快走其实也可以的,寒假40天左右，暑假50天左右，没有小学期,可以点，校园外卖小程序点餐可以送到宿舍,便利，有地铁，在市区，武鸣校区不清楚,宿舍都有,一般，抢课除外,不断,一般价格，没吃出过异物,下午五点二十到晚上十二点,不能骑电瓶车,不限电，自己交电费，800w以下的都能用,没有,不限制，想带就带,校园一卡通，也可以微信支付,开学后会办理，中国银行，可以提前自己办好,还行,挺好的，快递还能放几天再去领,没有共享单车，有一块钱一次的校园车,宿舍是十一点半,不查寝，晚归阿姨会开门,每个校区都有自己的特色，报考时看清专业在哪个校区,2023-06-25 17:44:00,,,,,,,
100000099,腾讯文档,1,[DESENSITIZED],2.0,宿迁学院,是,有，但有的教室过大，空调似有若无。,没有独立卫浴，每栋楼下都有澡堂，距离看住几楼。,有，大一大二，具体看班级。,没有，有早打卡。,只有早打卡，可以自行车，别的需要和保安极限拉扯。,短。,运行，校外去各种门；校内到宿舍门口。,便利，无地铁，就在城里。,楼下有，但可以自己买，毕业学校来收。,一般，能用。,大三大四就没有了。,不便宜，外面的也贵，得从大学周边出去才正常。有异物，种类精彩纷呈。,13：00～23：00（有其他情况会通知）,要和保安推拉，在食堂门口有充电桩。,大一大二有，大三大四无。,有查寝，不可，但能在宿舍自习。,不可，但可以推拉。,饭卡，vx可充；刷，企业微信有二维码。,会，银联。,有天咪和京咚，贵，但批发可以；咪里面有蜜雪，水果不行；咚里有水果也不行，但咚更大。,邮政可以校内，其他全部校外，不是人待的。,00000，北门门口有。,7：00～10：00,查（看运气），阿姨会关门，阿姨醒了就能归。,这个大学为了__科评估直接取消五百多人的动漫社，诽谤电竞社活动逃课，把能赚钱的电音社ban了；快™跑啊。😅,2023-06-25 17:42:25,,,,,,,
100000100,腾讯文档,2,,,宁波卫生职业技术学院,有些是有些不是,有一栋教学楼没有,有,没有,没有,女生140公里，男生150公里，可以，要控制配速之类的,正常,能，看住哪，一般都不远,便利，有,基本上每个寝室都有，看哪个楼,不清楚,不断,有点,早中晚，忘了,可以，学校很小,不限,没吧,能,校园卡,会,东西少，有两个,学校寄快递贵,没有,十点前回学校，扫脸进出,不,没了,2023-06-25 19:05:30,,,,,,,
100000101,腾讯文档,1,[DESENSITIZED],2.0,烟台工程职业技术学院,不是，宿舍八人间，两个桌子公用，阳台不大一个人侧着站左右,老校区12345公寓没有空调风扇，夏天晚上11:30断电,5号公寓楼内有公用洗澡间，小隔间，一楼没有浴室其余楼层有,没有早自习，有晚自习,大一有早操，大二没有跑过,没有跑步打卡,正常情况，要看专业,允许，但是不能进学校，只能在校门口拿，学校内有自己的外卖员松食堂外卖到楼下外卖柜时间:2023.6.25,整个开发区没有共享单车，出行基本靠公交,只有一楼有，2023年换了滚筒洗衣机,全靠开学办的流量卡,永远都会断电的，昨天白天气温40度，晚上照样断电，平时基本是10:30夏天会晚一点，但是会在12点前断电,不贵，异物没有吃出过，表白墙有时候会有吃出来的,只要不是太晚都可以洗,不清楚，学校太小，遛弯半个小时就能绕完，操场在外面不在学校里,会限电，不清楚多少，之前我舍友冬天充了个电暖手宝就跳闸了,必须回宿舍,可以，但是基本用不到，除了各别专业,微信，支付宝扫码,不会，开学前自己办，但是也基本用不到,正常消费,正常，要是拼多多退回可以在南门外面办，建议不要在学校退货，运费险有差价,没有，开发区没有共享单车,晚上九点关门,查寝很严会查人数点名，晚归回不来门口锁了,要是你已经被录取了，情况就这样，自己带个风扇吧，对了开学发的那个大包袱不要扔，大一不让挂蚊帐，床帘，床边不能挂衣服，高中卫生管理怎么样这里就怎么样，社团学生会加也没必要，大一结束有竞选，只有竞选完有职位的才能留下，其他的都会走,2023-06-25 19:23:59,,,,,,,
100000102,腾讯文档,1,[DESENSITIZED],2.0,安徽大学,罄苑是 蜀山不是 龙河新宿舍是 但新生应该还是老宿舍,有,新宿舍有 澡堂走过去最慢十分钟,看专业 哲学没有,没有,目前42次 本学期男生一次两公里 女生一次1.5公里 可以偷偷骑,一个半月吧 出意外的话可能是一个月 没有小学期,允许 还挺近的,龙河交通便利 在市区 隔壁就是大商场地铁站,有 但是不够用,烂，建议不要用校园网，可以买流量卡,不断电断网,价格适中 基本没有异物,早上十点到晚上十点半,可以 有充电桩,200w,可以申请教室,能,刷校园卡 饭堂超市打水洗澡都要,会,东西还算齐全，比外面稍微便宜一点,龙河要出学校拿,没有，龙河禁止共享单车,龙河，北门十一点，南门十一点半,不查寝，宿舍楼十二点半关门，晚归回不去了,快逃，别来安徽大学！暑假七月二十才放特别恐怖。要来的话建议去罄苑。文史哲，互联网还有石溪学院都在龙河，还有一个院23届开始搬过来，不知道是哪一个。奇怪的网课很多，这个不太好，但是挺自由的。,2023-06-25 20:30:08,,,,,,,
100000103,腾讯文档,2,,,鄂州职业大学,不是,没有[皱眉],没有，很远,有,没有,没有,1 个月，2 个月,允许,便利,有,不怎么样,断电,一般般，有点贵,不限,可以,禁用大功率电器,一言难尽,可以,发卡,会的,蛮贵,有快递接收点,还行,晚上 10 点,查寝,一言难尽,2023-06-25 20:36:12,,,,,,,
100000104,腾讯文档,1,[DESENSITIZED],1.0,金华职业技术学院,有，很少，大部分六人寝，六人寝怎么说呢，对于我来说很挤，而且床那边会掉墙皮,有,有，但是厕所不咋滴,医学院大一有,大二有阳光长跑,不可以骑车,正常放假吧，寒假一个月暑假两个月,大部分在校外拿，部分有合作的校内寝室楼楼下可以拿,还行，地铁有点距离，在市区应该,有，公用的,还行,十二点之后校园网会断,还行，还没吃出过异物,晚上四点半开始到十点半，其实十点半之后还有,现在不行电瓶车,1000w,寝室那边,能,一卡通，可以app或者支付宝或者一卡通,会，自己有中国银行的也行，我就用的高中的,贵，西门就有超市,校内顺丰和邮政，西门有快递站,哈啰,寝室10点关门，东门24h,有时候查寝，晚归需要请假,对宿舍有要求的别来，比我高中还差,2023-06-25 21:28:15,,,,,,,
100000105,腾讯文档,1,[DESENSITIZED],2.0,贺州学院,不是 分东西区 东区上下铺八人间 几乎文科专业都要在东区上大一！,宿舍有 我在东区教室基本没有只有风扇,两个独卫,早自习7.30 晚自习7点到8点40,有！！！每周一次 早上6.30！！！,每个学院不一样,关注校历,东区可以 西区不清楚,贺州不大共享单车很便利 无地铁 东区在市中心附近 因为城市不大西区离市中心也没多远,有,一般,不断,会吃出苍蝇,下午5点到11点左右吧,不可以 禁电瓶车只能蹬自行车。,不清楚,不清楚,能,用校园卡 饭堂可以刷卡可以用云闪付,会 农行,还行,还行,只有自行车！自行车！,11.00门禁还是11.30但是我在东区没查过寝,目前没查过,学校不是很大（比起个人去过的一些一本院校来说）不要有太大希望 但是学校最近开了瑞幸古茗……,2023-06-25 23:22:08,,,,,,,
100000106,腾讯文档,2,,,湖南第一师范学院,目前男女寝都是，不过下学期有个新宿舍（男），听说也是上床下桌,宿舍有，教室只有5.6楼的教室，其他楼层的200人（4个班）的大教室有,有,大一有早晚自习，部分学院大二也有,无，但是周一会有一个学院升旗仪式，6:30！！,80或100，规则上不行但是没人管你,挺长的，基本都是16周。,可以点，你可以让外卖员挂在你宿舍旁边的围栏上,有地铁直达，新校区离长沙市中心比较远,有，每个宿舍都有，用一次4块钱,不太好，20块钱只能一个设备，30以上的可以两个设备,不断,一般般吧，表白墙总是有吃到的，我不怎么注意,早上6:30-9点，中午11:30-2点，下午5-7，晚上9-11:30。大概是这样,可以，辅导员说下学期会设立专门充电的地方,800或者1000W，超过就自动断电,有门禁的，有的辅导员每晚寝室点到,能,校园卡，刷校园卡就行，vx也行,会,还可以,还可以,无,人脸识别和校园卡都可以,有的辅导员查，有的辅导员不管，要看辅导员的，晚归会记处分,不要靠近，快逃,2023-06-25 23:44:45,,,,,,,
100000107,腾讯文档,2,,,山东工艺美术学院,长清校区女生是，男生好像是上下床，大二三会搬到上床下桌宿舍,宿舍有，教室没有，专业课老热也没有空调,四五分钟吧，没有独卫,没有早自习，大一有晚自习，但是随便玩人到了就行,大一有，隔天跑,骑车可能判违规,不到放假前几天它不告诉你具体安排，甚至连考试都没有安排表，小学期没有,女生宿舍100米多，西门门口,海星，周围全是大学,有，但是洗什么的都有，感觉不干净，不用,一般几kb每秒，最快几百kb，没充校园卡,冬天断夏天不断,一般，质量忽高忽低，五六块二十块都有，本人没吃出来过,到晚上9点多,可，宿舍楼下，但是充电桩少,不能用吹风机,宿舍楼里,能,校园卡，但是没人拿卡，可以用公众号扫码付钱，地下超市可以用微信支付宝,发,对于低消费欲望人群来说东西挺全的吧,一般拿快递不用排队,没有,10点半后算晚归,不查，能回,我觉得都挺好，除了到处收钱，学分费160一分大一学分费加起来1万，空调要租，租4年2千；学的服设，专业课老师教的不错，动画大一基本学不到真动画相关的东西；别一时上头报学生会，先确定你是要拿奖学金吗；动漫社和插画社是真二刺猿。总而言之环境低于预期，人素质高于预期（不包括小部分猴）。大学最重要的是为毕业做打算，你也不想干你不喜欢的工作吧,2023-06-26 00:44:38,,,,,,,
100000108,腾讯文档,1,[DESENSITIZED],2.0,石家庄人民医学高等专科学校,否，大部分不是，只有很少一部分是,教室没有，宿舍有但是不一定给你开（数据来源2023年实习生离校前）,女生宿舍有独立卫生间，男生大部分没有，澡堂离女生宿舍近,晚自习有，根据辅导员要求,无（至少2023年毕业生没有）,无要求,寒暑假较长（但是是在疫情期间）,可以，男生宿舍楼下,学校门口在建地铁（但是没那么快）算是市区吧,有共享洗衣机，2.5元一次,不清楚，好像限制两台设备,目前（2023年6月）不断电,还行，偶尔有钢丝,九点到晚上九点,不行,可以用制冰机,无,可以,饭堂扫码支付，洗澡用水卡,不会,一般，该有的都有，比较建议网购,有妈妈驿站，还行,无共享单车,周六日需要请假（2023年5月）,疫情前查，现在不清楚,社团没什么用，学风看个人，学校旁边就是一个配套商场，还行,2023-06-26 07:42:09,,,,,,,
100000109,腾讯文档,1,[DESENSITIZED],2.0,上海海事大学,是的,教室有空调和电扇，宿舍有电扇，空调需要花钱购买安装,部分宿舍正在装修改成三人间独立卫浴，未装修的宿舍是四人间每层楼两个浴室，一个浴室三间，没有独立卫浴，公共澡堂在食堂旁边不算远,商船专业有,有晨跑打卡，但是不用跑，去指定地点打卡就行,一学期要求25次，没有公里要求，只需要打卡，不用跑，可以骑车去指定地点打卡,寒假一个月到一个半月，暑假两个月到三个月不等，小学期四周，只有前两周有课,可以点外卖，外卖送到五号门或者六号门，不算太远，部分外卖可以点到宿舍楼下,门口就是公交站，公交车可以直接到地铁站，交通不算便利，不在市区，进城要一个半小时最少,每栋楼都有公用洗衣机,宿舍是自己购买宽带，教学楼图书馆食堂校园wifi覆盖，不限制设备数量,商船学院周日到周四十点断电，周末十一点，非商船的周日到周四十一点，周末十二点，节假日期末复习周不断电,价格还行，吃出异物的情况会有,下午三点到晚上十点,可以，食堂教学楼旁边都有充电桩,1500w以下,有通宵自习教室，一般期末周开放,可以，商船的不行,校园卡，刷校园卡或者校园卡绑定交通卡刷NFC，也可以绑定中国银行和随申码刷二维码,会的,东西很多，价格正常,有快递站和快递柜，可以收寄快递,数量挺多的，只有哈罗单车,理论上十二点后进学校算晚归，但是只要不频繁一般不会管，宿舍楼无门禁,不查寝，不封，能回去,如果同分数有更好的选择就选更好的，毕竟这只是个双非，能去211就去211吧,2023-06-26 09:52:58,,,,,,,
100000110,腾讯文档,2,,,湖北民族学院,大部分不是,宿舍有教室大部分没有,不是独立浴室,无,无,可以骑单车,考完试就走,可以 大门取外卖,就在市区,有,一般,不怎么断,贵,全天,不可以,800w,图书馆,可以,用学校发的银行卡,会,很贵,有快递点,没有,刷脸进出,不查,加油 民大,2023-06-26 11:30:47,,,,,,,
100000111,腾讯文档,2,,,西安外国语大学,不是，两个上下铺，两个上床下桌，但桌子三个人用,宿舍有，小教室没有，但夏天不会很热，有风扇。最棒的是去年餐厅也有空调了，吃饭很舒服,有独卫，洗澡要去浴室，很近，条件也不错,大一有，但很多学院查的不严，后来都没有了（经金院查的严）,没有啊哈哈哈,根本不用跑，是少见的不用跑步打卡的学校,寒假挺长，40多天吧，暑假跟寒假差不多,点校外的外卖要去校门口取，校内商业街的外卖在宿舍楼下取就行，餐厅的外卖可以送到寝室门口,不太便利，40分钟公交才能到地铁，大学城这边很偏,一楼有，数量多少看楼,个人觉得还行，外网游戏会卡，价格中规中矩，最多两个设备同时用,不断网，周内11点半断电，节假日凌晨一点断，还是挺人性的,有的偏贵，异物没听说过,早9到晚10点半,能，但学校不大，不是很必要,300吧,还是宿舍吧,当然，我们大一一直网课，必带,校园卡能打卡，吃饭，喝水，饭堂微信支付宝都行,没发，要自己办,三四个吧，东西齐全,挺方便的，不同快递取得地方不太一样,没有,以前是11点半之前，疫情结束后不知道了,不查，11点半封寝，晚归可以提前跟宿管说，会给你留门,总体上作为一个普通一本还是及格的，如果成绩差不多可以考虑，但如果有更好的选择还是别来，毕竟双非，也没太多好就业的专业,2023-06-26 11:27:10,,,,,,,
100000112,腾讯文档,1,[DESENSITIZED],2.0,澳门科技大学,是的,有 而且空调效果奇好,有,没有,没有,没有,寒假比内地短 暑假有四个月,允许 步行2分钟,便利,1楼有洗衣房,还可以 只能等2个,不断,贵 不会,全天,可以吧。。没见过别人骑,无,有,能,微信,会,还可以 贵,有代收点 很方便 但是一个快递要5r,无,好,不会查寝 能,无,2023-06-26 15:19:51,,,,,,,
